periodo_tempo;temperatura_max;temperatura_min
02/03/18;30,2;19,2
03/03/18;30,9;18,5
04/03/18;32,0;19,1
05/03/18;31,1;19,0
06/03/18;30,5;18,9
07/03/18;30,9;18,5
08/03/18;31,6;19,0
09/03/18;32,0;19,5
10/03/18;30,8;19,0
11/03/18;27,9;19,5
12/03/18;29,6;18,5
13/03/18;30,4;18,0
14/03/18;32,0;17,8
15/03/18;31,7;19,7
16/03/18;31,8;20,4
17/03/18;31,0;19,6
18/03/18;31,6;19,6
19/03/18;30,5;20,4
20/03/18;24,8;18,5
21/03/18;28,2;17,7
22/03/18;31,8;18,1
23/03/18;30,2;20,0
24/03/18;30,3;19,8
25/03/18;31,5;19,2
26/03/18;31,2;19,4
27/03/18;30,1;18,9
28/03/18;28,8;17,9
29/03/18;29,8;17,7
30/03/18;30,5;19,4
31/03/18;29,1;20,0
01/04/18;31,6;19,5
02/04/18;31,1;19,0
03/04/18;30,4;20,0
04/04/18;28,3;19,2
05/04/18;29,4;18,5
06/04/18;29,1;18,5
07/04/18;29,5;18,9
08/04/18;29,8;19,2
09/04/18;27,0;19,7
10/04/18;26,2;19,6
11/04/18;29,7;19,5
12/04/18;27,6;18,7
13/04/18;27,7;19,4
14/04/18;28,8;19,0
15/04/18;29,4;18,8
16/04/18;28,8;18,5
17/04/18;29,1;19,2
18/04/18;28,8;19,6
19/04/18;28,5;19,8
20/04/18;27,8;19,5
21/04/18;27,5;19,0
22/04/18;25,5;19,1
23/04/18;28,5;19,0
24/04/18;28,0;18,8
25/04/18;28,2;19,3
26/04/18;27,5;19,2
27/04/18;28,5;18,8
28/04/18;28,0;19,4
29/04/18;27,4;19,8
30/04/18;29,9;18,2
01/05/18;30,4;19,6
02/05/18;31,0;19,6
03/05/18;30,6;20,4
04/05/18;30,5;18,4
05/05/18;29,1;18,4
06/05/18;29,9;17,5
07/05/18;30,2;17,7
08/05/18;29,9;18,5
09/05/18;29,5;18,8
10/05/18;29,5;18,5
11/05/18;28,3;16,8
12/05/18;29,0;16,7
13/05/18;27,8;17,2
14/05/18;27,9;16,6
15/05/18;29,0;16,7
16/05/18;27,9;16,6
17/05/18;29,2;16,9
18/05/18;28,5;18,4
19/05/18;29,5;17,0
20/05/18;28,1;18,0
21/05/18;26,9;17,3
22/05/18;28,0;17,4
23/05/18;27,9;18,4
24/05/18;28,2;17,5
25/05/18;30,4;18,8
26/05/18;28,8;18,5
27/05/18;30,8;18,0
28/05/18;28,2;17,9
29/05/18;29,5;17,9
30/05/18;28,2;17,6
31/05/18;31,1;16,8
01/06/18;32,0;18,4
02/06/18;32,0;17,8
03/06/18;32,2;17,1
04/06/18;31,6;16,4
05/06/18;31,1;15,1
06/06/18;31,0;15,4
07/06/18;31,8;13,2
08/06/18;31,6;15,0
09/06/18;31,9;15,6
10/06/18;32,2;14,1
11/06/18;32,1;14,7
12/06/18;32,4;12,4
13/06/18;32,2;13,6
14/06/18;31,2;16,0
15/06/18;30,6;15,5
16/06/18;29,8;14,8
17/06/18;30,6;16,0
18/06/18;29,9;15,1
19/06/18;28,8;15,2
20/06/18;29,0;14,9
21/06/18;29,1;13,4
22/06/18;31,1;13,1
23/06/18;32,0;13,7
24/06/18;30,6;15,3
25/06/18;30,5;15,1
26/06/18;27,8;14,9
27/06/18;28,4;14,2
28/06/18;29,2;13,6
29/06/18;29,1;13,9
30/06/18;29,0;15,3
01/07/18;30,1;14,5
02/07/18;31,7;14,1
03/07/18;31,8;15,4
04/07/18;30,5;13,4
05/07/18;29,6;14,6
06/07/18;31,4;14,3
07/07/18;31,1;15,2
08/07/18;32,2;13,6
09/07/18;31,4;14,9
10/07/18;32,5;14,6
11/07/18;32,8;15,4
12/07/18;32,2;14,6
13/07/18;30,0;14,0
14/07/18;32,2;14,2
15/07/18;31,4;16,4
16/07/18;32,1;15,1
17/07/18;30,5;15,9
18/07/18;29,0;15,3
19/07/18;29,2;15,9
20/07/18;30,5;16,5
21/07/18;29,5;17,1
22/07/18;29,0;16,7
23/07/18;27,4;15,9
24/07/18;27,3;14,8
25/07/18;27,4;14,4
26/07/18;26,1;14,6
27/07/18;27,0;12,9
28/07/18;28,0;12,1
29/07/18;28,8;11,6
30/07/18;27,3;12,6
31/07/18;31,4;13,8
01/08/18;31,6;13,6
02/08/18;29,8;13,8
03/08/18;31,5;13,9
04/08/18;29,6;14,9
05/08/18;29,0;14,9
06/08/18;29,3;15,4
07/08/18;29,4;15,9
08/08/18;28,8;15,4
09/08/18;29,6;15,3
10/08/18;30,5;15,2
11/08/18;29,4;14,8
12/08/18;28,1;15,1
13/08/18;29,0;13,7
14/08/18;29,0;15,1
15/08/18;31,5;15,2
16/08/18;30,6;15,6
17/08/18;29,1;15,8
18/08/18;28,6;15,6
19/08/18;29,2;15,2
20/08/18;28,5;15,8
21/08/18;28,2;16,2
22/08/18;27,8;16,5
23/08/18;28,6;16,0
24/08/18;29,0;16,1
25/08/18;29,0;16,1
26/08/18;28,3;16,4
27/08/18;28,1;16,4
28/08/18;28,4;16,4
29/08/18;28,5;16,6
30/08/18;27,1;16,5
31/08/18;28,9;15,6
01/09/18;28,0;16,7
02/09/18;28,7;16,5
03/09/18;30,9;16,8
04/09/18;30,1;17,2
05/09/18;29,9;17,4
06/09/18;30,8;17,4
07/09/18;30,3;17,2
08/09/18;29,9;17,5
09/09/18;30,5;17,4
10/09/18;30,0;17,6
11/09/18;30,6;17,6
12/09/18;31,2;17,2
13/09/18;31,4;16,3
14/09/18;30,6;15,4
15/09/18;30,1;15,6
16/09/18;30,6;15,9
17/09/18;32,5;16,2
18/09/18;31,1;17,0
19/09/18;31,3;17,5
20/09/18;30,8;17,5
21/09/18;33,5;17,2
22/09/18;31,6;17,7
23/09/18;29,5;17,6
24/09/18;33,3;18,9
25/09/18;29,4;18,2
26/09/18;30,1;18,1
27/09/18;29,5;18,0
28/09/18;28,4;18,5
29/09/18;27,9;18,1
30/09/18;25,9;18,1
01/10/18;29,9;17,4
02/10/18;30,9;18,0
03/10/18;28,9;18,0
04/10/18;27,8;19,1
05/10/18;30,4;18,9
06/10/18;31,2;18,2
07/10/18;30,1;18,5
08/10/18;32,2;18,4
09/10/18;32,5;18,5
10/10/18;28,5;18,6
11/10/18;30,1;18,6
12/10/18;31,5;18,5
13/10/18;32,6;18,2
14/10/18;30,7;18,0
15/10/18;28,7;18,4
16/10/18;30,0;18,3
17/10/18;29,1;18,2
18/10/18;31,6;17,8
19/10/18;31,2;17,6
20/10/18;31,0;18,1
21/10/18;31,6;17,5
22/10/18;31,9;19,0
23/10/18;31,1;18,9
24/10/18;30,5;18,8
25/10/18;29,6;18,8
26/10/18;30,7;19,5
27/10/18;29,8;19,5
28/10/18;31,4;18,2
29/10/18;31,8;18,7
30/10/18;31,3;19,1
31/10/18;28,5;19,1
01/11/18;30,1;19,7
02/11/18;30,5;19,6
03/11/18;30,8;19,5
04/11/18;28,0;19,0
05/11/18;28,8;19,4
06/11/18;26,5;18,6
07/11/18;27,7;18,5
08/11/18;30,1;19,0
09/11/18;29,8;18,4
10/11/18;29,5;17,8
11/11/18;30,0;17,4
12/11/18;30,4;17,8
13/11/18;29,7;18,4
14/11/18;29,0;19,1
15/11/18;30,2;18,6
16/11/18;28,5;18,8
17/11/18;25,7;18,9
18/11/18;28,4;18,9
19/11/18;28,0;19,0
20/11/18;25,5;18,5
21/11/18;27,8;18,3
22/11/18;28,5;18,4
23/11/18;29,0;17,9
24/11/18;27,9;18,6
25/11/18;30,1;19,4
26/11/18;29,8;19,8
27/11/18;30,2;18,8
28/11/18;29,6;19,8
29/11/18;29,8;19,4
30/11/18;30,4;18,1
01/12/18;30,6;18,2
02/12/18;28,2;18,4
03/12/18;30,2;18,0
04/12/18;31,1;18,6
05/12/18;29,7;19,0
06/12/18;31,6;19,3
07/12/18;30,1;20,0
08/12/18;28,2;20,1
09/12/18;28,5;20,0
10/12/18;29,5;20,2
11/12/18;30,3;20,0
12/12/18;28,6;19,0
13/12/18;27,7;19,0
14/12/18;28,2;19,8
15/12/18;26,1;18,9
16/12/18;28,1;19,0
17/12/18;28,5;19,3
18/12/18;29,0;19,2
19/12/18;29,0;19,0
20/12/18;28,6;18,9
21/12/18;29,1;19,4
22/12/18;26,1;18,5
23/12/18;27,8;18,4
24/12/18;29,2;19,0
25/12/18;27,1;18,5
26/12/18;26,8;18,4
27/12/18;29,8;18,3
28/12/18;30,0;17,4
29/12/18;29,2;19,2
30/12/18;25,5;18,4
31/12/18;28,6;17,8
01/01/19;28,4;18,9
02/01/19;27,2;18,8
03/01/19;24,9;18,6
04/01/19;25,8;18,4
05/01/19;25,5;18,2
06/01/19;26,5;18,9
07/01/19;27,5;18,3
08/01/19;26,9;19,0
09/01/19;26,6;19,1
10/01/19;25,8;18,9
11/01/19;25,2;18,3
12/01/19;25,5;17,8
13/01/19;26,5;18,3
14/01/19;25,4;18,1
15/01/19;24,5;18,1
16/01/19;26,0;18,4
17/01/19;27,0;18,5
18/01/19;26,1;17,7
19/01/19;25,3;18,6
20/01/19;26,9;18,6
21/01/19;27,6;18,0
22/01/19;27,1;17,8
23/01/19;27,6;20,0
24/01/19;25,6;19,5
25/01/19;27,8;19,0
26/01/19;27,9;19,0
27/01/19;27,2;19,6
28/01/19;27,6;18,9
29/01/19;24,8;19,5
30/01/19;31,5;19,5
31/01/19;28,9;20,4
01/02/19;26,2;20,0
02/02/19;28,0;19,9
03/02/19;27,8;19,6
04/02/19;29,1;19,6
05/02/19;28,6;19,9
06/02/19;28,0;19,9
07/02/19;30,0;19,5
08/02/19;27,1;20,4
09/02/19;28,4;19,8
10/02/19;26,9;20,6
11/02/19;28,9;20,3
12/02/19;28,6;19,9
13/02/19;27,0;20,0
14/02/19;27,0;19,8
15/02/19;27,5;18,0
16/02/19;28,9;17,9
17/02/19;29,1;18,2
18/02/19;27,5;19,1
19/02/19;27,5;19,0
20/02/19;27,1;18,5
21/02/19;26,9;18,8
22/02/19;29,0;17,5
23/02/19;30,2;17,1
24/02/19;30,9;15,6
25/02/19;29,6;17,9
26/02/19;30,5;18,8
27/02/19;29,1;18,6
28/02/19;29,1;18,5
01/03/19;28,9;19,4
02/03/19;31,2;19,6
03/03/19;28,9;20,2
04/03/19;29,0;20,5
05/03/19;31,0;19,3
06/03/19;28,2;19,8
07/03/19;29,5;18,4
08/03/19;29,9;18,9
09/03/19;28,2;20,0
10/03/19;30,5;19,0
11/03/19;30,2;19,3
12/03/19;30,0;19,4
13/03/19;31,0;18,9
14/03/19;29,3;20,4
15/03/19;28,0;19,9
16/03/19;31,2;19,9
17/03/19;29,5;20,8
18/03/19;29,8;20,5
19/03/19;30,2;20,0
20/03/19;28,8;19,8
21/03/19;28,7;19,8
22/03/19;29,4;20,6
23/03/19;28,2;20,0
24/03/19;29,8;18,8
25/03/19;30,6;19,9
26/03/19;28,8;20,3
27/03/19;26,5;19,9
28/03/19;27,8;19,0
29/03/19;28,4;19,1
30/03/19;29,2;19,0
31/03/19;28,5;19,2
01/04/19;28,9;19,5
02/04/19;29,1;19,4
03/04/19;28,9;20,2
04/04/19;28,9;20,0
05/04/19;28,9;20,0
06/04/19;29,6;19,7
07/04/19;29,5;19,5
08/04/19;29,2;19,3
09/04/19;27,6;18,1
10/04/19;28,5;19,9
11/04/19;28,6;20,4
12/04/19;28,6;20,2
13/04/19;29,6;18,9
14/04/19;30,1;20,5
15/04/19;28,4;20,2
16/04/19;28,6;20,5
17/04/19;28,6;19,4
18/04/19;29,2;19,1
19/04/19;28,5;20,0
20/04/19;30,8;19,6
21/04/19;30,1;19,5
22/04/19;28,6;20,1
23/04/19;27,6;19,5
24/04/19;26,4;19,6
25/04/19;26,2;20,1
26/04/19;29,4;18,5
27/04/19;28,8;18,5
28/04/19;27,8;20,1
29/04/19;28,0;19,6
30/04/19;30,5;19,0
01/05/19;28,0;19,8
02/05/19;29,0;18,9
03/05/19;28,8;19,3
04/05/19;30,3;19,8
05/05/19;29,1;20,0
06/05/19;28,5;19,2
07/05/19;28,6;19,8
08/05/19;28,2;19,5
09/05/19;27,9;19,5
10/05/19;29,3;19,5
11/05/19;29,2;19,7
12/05/19;29,2;19,2
13/05/19;28,7;19,6
14/05/19;27,4;19,4
15/05/19;26,5;19,0
16/05/19;27,0;18,3
17/05/19;28,2;18,7
18/05/19;26,8;18,5
19/05/19;26,7;18,5
20/05/19;27,3;18,2
21/05/19;29,5;17,5
22/05/19;28,6;18,7
23/05/19;29,2;18,4
24/05/19;30,5;17,7
25/05/19;30,4;16,3
26/05/19;30,9;16,5
27/05/19;29,6;17,5
28/05/19;31,2;17,6
29/05/19;29,9;18,2
30/05/19;28,8;17,0
31/05/19;28,0;17,0
01/06/19;28,2;16,6
02/06/19;27,8;15,6
03/06/19;26,6;15,0
04/06/19;26,5;14,9
05/06/19;25,9;14,1
06/06/19;27,3;14,4
07/06/19;28,8;15,6
08/06/19;30,0;15,1
09/06/19;32,2;14,4
10/06/19;32,8;14,1
11/06/19;33,1;15,1
12/06/19;31,1;16,5
13/06/19;30,6;17,0
14/06/19;32,0;17,0
15/06/19;29,9;17,6
16/06/19;29,6;16,8
17/06/19;29,8;17,5
18/06/19;28,6;16,1
19/06/19;29,5;15,6
20/06/19;28,2;17,2
21/06/19;29,2;15,9
22/06/19;30,0;16,4
23/06/19;31,8;15,8
24/06/19;28,7;17,2
25/06/19;26,8;16,4
26/06/19;26,0;15,4
27/06/19;28,2;13,9
28/06/19;29,5;13,9
29/06/19;27,4;15,2
30/06/19;27,1;15,1
01/07/19;28,0;13,6
02/07/19;29,6;13,9
03/07/19;30,5;13,5
04/07/19;33,2;14,2
05/07/19;30,5;15,7
06/07/19;29,2;15,4
07/07/19;28,9;15,8
08/07/19;28,6;16,5
09/07/19;28,1;16,9
10/07/19;26,0;16,8
11/07/19;26,1;16,7
12/07/19;28,0;16,1
13/07/19;29,2;15,5
14/07/19;30,0;14,4
15/07/19;28,4;15,2
16/07/19;27,3;14,8
17/07/19;26,5;14,2
18/07/19;27,4;12,9
19/07/19;27,4;14,4
20/07/19;27,8;13,8
21/07/19;28,8;14,2
22/07/19;28,3;15,5
23/07/19;29,0;15,4
24/07/19;28,8;15,7
25/07/19;32,2;13,8
26/07/19;32,6;14,1
27/07/19;29,2;15,0
28/07/19;29,0;13,9
29/07/19;29,1;14,9
30/07/19;27,3;14,2
31/07/19;28,3;13,2
01/08/19;27,6;13,7
02/08/19;28,8;12,8
03/08/19;28,3;14,1
04/08/19;27,1;14,0
05/08/19;27,5;13,4
06/08/19;26,8;14,6
07/08/19;26,3;14,2
08/08/19;26,4;13,9
09/08/19;28,3;13,8
10/08/19;27,4;15,1
11/08/19;28,0;15,0
12/08/19;29,0;14,9
13/08/19;30,2;13,9
14/08/19;28,0;14,8
15/08/19;28,0;15,4
16/08/19;26,6;15,4
17/08/19;26,6;14,6
18/08/19;26,9;13,3
19/08/19;27,0;14,2
20/08/19;27,3;14,4
21/08/19;26,9;13,9
22/08/19;28,8;13,0
23/08/19;29,6;15,0
24/08/19;30,4;16,2
25/08/19;30,4;16,0
26/08/19;29,5;15,6
27/08/19;29,9;16,1
28/08/19;28,2;15,8
29/08/19;27,2;15,9
30/08/19;27,1;15,6
31/08/19;27,1;15,6
01/09/19;29,0;15,6
02/09/19;30,2;15,8
03/09/19;28,8;16,0
04/09/19;31,2;16,0
05/09/19;30,0;16,5
06/09/19;29,8;16,9
07/09/19;29,0;16,9
08/09/19;28,1;17,0
09/09/19;29,2;16,7
10/09/19;28,7;16,3
11/09/19;29,8;16,9
12/09/19;28,9;17,0
13/09/19;29,7;16,5
14/09/19;32,0;17,3
15/09/19;31,8;17,1
16/09/19;29,5;17,6
17/09/19;29,3;17,7
18/09/19;29,0;17,9
19/09/19;30,1;17,8
20/09/19;29,1;18,1
21/09/19;32,2;18,6
22/09/19;32,5;19,0
23/09/19;31,7;18,3
24/09/19;28,6;18,9
25/09/19;26,5;18,1
26/09/19;28,5;18,0
27/09/19;30,4;19,2
28/09/19;28,9;18,6
29/09/19;28,5;18,4
30/09/19;29,2;18,9
01/10/19;31,8;18,4
02/10/19;28,9;18,6
03/10/19;28,5;19,2
04/10/19;31,0;18,4
05/10/19;31,4;18,0
06/10/19;28,8;17,6
07/10/19;31,2;17,2
08/10/19;30,1;18,3
09/10/19;30,4;18,8
10/10/19;32,3;18,8
11/10/19;31,2;18,6
12/10/19;30,2;18,1
13/10/19;28,8;18,5
14/10/19;30,9;18,5
15/10/19;29,8;18,8
16/10/19;31,5;18,4
17/10/19;32,0;18,0
18/10/19;34,8;18,9
19/10/19;33,0;18,0
20/10/19;30,8;18,9
21/10/19;31,5;18,0
22/10/19;33,8;17,5
23/10/19;29,5;19,1
24/10/19;29,0;18,9
25/10/19;30,9;19,3
26/10/19;29,8;18,9
27/10/19;31,1;18,5
28/10/19;30,7;18,5
29/10/19;30,2;18,5
30/10/19;27,3;18,6
31/10/19;29,0;19,0
01/11/19;26,0;19,1
02/11/19;28,1;18,9
03/11/19;29,1;19,5
04/11/19;29,5;19,6
05/11/19;28,0;20,7
06/11/19;25,5;19,8
07/11/19;27,6;19,1
08/11/19;25,6;20,0
09/11/19;28,3;19,8
10/11/19;27,0;19,7
11/11/19;30,2;19,0
12/11/19;27,0;19,8
13/11/19;29,1;20,0
14/11/19;28,0;19,2
15/11/19;27,9;18,9
16/11/19;28,5;18,5
17/11/19;28,4;19,0
18/11/19;28,8;19,0
19/11/19;28,5;18,2
20/11/19;29,0;18,8
21/11/19;29,3;18,4
22/11/19;26,1;19,1
23/11/19;24,5;18,5
24/11/19;28,4;17,2
25/11/19;30,0;18,3
26/11/19;27,4;18,1
27/11/19;26,5;17,2
28/11/19;26,2;17,6
29/11/19;27,0;17,6
30/11/19;28,6;18,5
01/12/19;27,5;18,4
02/12/19;25,8;18,1
03/12/19;25,5;18,3
04/12/19;26,6;18,6
05/12/19;26,1;18,6
06/12/19;27,5;18,5
07/12/19;27,4;19,0
08/12/19;27,6;18,7
09/12/19;28,8;19,2
10/12/19;26,8;18,7
11/12/19;27,5;18,0
12/12/19;27,5;18,3
13/12/19;29,2;18,1
14/12/19;29,1;18,0
15/12/19;26,4;18,7
16/12/19;27,6;18,5
17/12/19;26,7;18,8
18/12/19;27,0;18,2
19/12/19;26,8;18,4
20/12/19;27,3;17,8
21/12/19;26,7;18,0
22/12/19;27,0;18,0
23/12/19;27,8;18,5
24/12/19;28,3;18,7
25/12/19;28,5;18,0
26/12/19;28,5;17,3
27/12/19;29,6;17,2
28/12/19;28,4;16,4
29/12/19;27,4;17,2
30/12/19;26,5;18,8
31/12/19;28,9;18,4
01/01/20;28,3;17,0
02/01/20;28,3;16,4
03/01/20;27,8;17,1
04/01/20;28,1;17,2
05/01/20;27,5;18,4
06/01/20;27,8;18,7
07/01/20;26,5;18,8
08/01/20;30,5;17,8
09/01/20;28,2;18,8
10/01/20;28,5;18,6
11/01/20;27,7;18,0
12/01/20;25,8;18,5
13/01/20;27,1;18,5
14/01/20;27,2;18,2
15/01/20;27,2;18,0
16/01/20;28,8;18,4
17/01/20;28,8;18,4
18/01/20;28,8;19,4
19/01/20;28,5;18,6
20/01/20;27,8;17,8
21/01/20;28,5;18,6
22/01/20;28,5;18,5
23/01/20;25,8;18,2
24/01/20;27,1;17,9
25/01/20;26,9;17,7
26/01/20;29,0;16,3
27/01/20;27,7;18,5
28/01/20;25,8;19,3
29/01/20;24,2;18,6
30/01/20;28,6;17,0
31/01/20;27,4;18,2
01/02/20;27,0;19,0
02/02/20;26,6;18,9
03/02/20;27,8;17,5
04/02/20;28,1;18,5
05/02/20;28,5;18,8
06/02/20;28,5;18,6
07/02/20;26,5;19,1
08/02/20;24,2;18,8
09/02/20;27,3;18,6
10/02/20;26,2;18,3
11/02/20;29,1;17,4
12/02/20;28,1;19,0
13/02/20;26,8;18,8
14/02/20;25,4;19,0
15/02/20;27,2;19,1
16/02/20;27,5;18,7
17/02/20;26,9;18,5
18/02/20;27,5;18,5
19/02/20;27,1;18,5
20/02/20;28,5;18,4
21/02/20;28,8;18,1
22/02/20;29,8;18,3
23/02/20;29,8;17,8
24/02/20;29,8;16,4
25/02/20;30,4;18,0
26/02/20;31,0;18,5
27/02/20;27,4;19,4
28/02/20;24,4;19,4
29/02/20;27,6;18,9
01/03/20;27,2;18,9
02/03/20;28,4;19,0
03/03/20;27,9;18,8
04/03/20;26,5;19,0
05/03/20;26,8;18,2
06/03/20;27,9;18,2
07/03/20;27,9;18,7
08/03/20;28,4;18,1
09/03/20;28,9;18,5
10/03/20;28,8;17,9
11/03/20;31,1;18,9
12/03/20;27,3;19,8
13/03/20;28,3;20,0
14/03/20;26,0;19,4
15/03/20;26,6;18,5
16/03/20;28,7;17,2
17/03/20;29,5;17,2
18/03/20;28,1;18,6
19/03/20;28,5;20,2
20/03/20;24,5;19,8
21/03/20;24,8;18,5
22/03/20;28,7;18,7
23/03/20;28,6;19,2
24/03/20;28,8;18,1
25/03/20;28,5;17,8
26/03/20;29,6;17,5
27/03/20;28,1;19,9
28/03/20;28,3;19,2
29/03/20;28,9;18,7
30/03/20;27,6;19,5
31/03/20;27,0;18,5
01/04/20;27,5;18,0
02/04/20;28,6;17,9
03/04/20;29,2;17,1
04/04/20;29,2;16,8
05/04/20;29,0;18,9
06/04/20;29,5;18,4
07/04/20;28,8;18,9
08/04/20;28,1;19,0
09/04/20;29,1;18,1
10/04/20;29,9;18,4
11/04/20;30,2;18,1
12/04/20;27,2;19,0
13/04/20;28,3;18,5
14/04/20;26,6;18,8
15/04/20;27,5;18,8
16/04/20;27,0;19,4
17/04/20;25,9;19,8
18/04/20;26,2;18,9
19/04/20;26,6;17,9
20/04/20;29,6;18,0
21/04/20;29,6;19,2
22/04/20;29,0;18,5
23/04/20;27,9;19,1
24/04/20;28,0;19,1
25/04/20;25,8;18,7
26/04/20;23,5;18,1
27/04/20;27,8;17,8
28/04/20;28,0;18,1
29/04/20;29,0;18,6
30/04/20;29,3;19,1
01/05/20;28,6;19,7
02/05/20;28,2;18,6
03/05/20;28,3;19,0
04/05/20;27,9;20,0
05/05/20;28,1;20,1
06/05/20;28,5;19,0
07/05/20;29,9;19,0
08/05/20;29,4;20,0
09/05/20;29,5;19,3
10/05/20;29,0;19,4
11/05/20;28,4;19,0
12/05/20;29,1;17,7
13/05/20;29,4;19,5
14/05/20;28,8;18,1
15/05/20;29,2;17,4
16/05/20;28,8;19,0
17/05/20;28,9;19,5
18/05/20;27,7;19,0
19/05/20;26,9;18,3
20/05/20;27,5;18,2
21/05/20;27,8;18,8
22/05/20;28,5;18,0
23/05/20;28,6;17,9
24/05/20;31,0;18,5
25/05/20;30,5;18,8
26/05/20;31,5;18,6
27/05/20;32,2;18,6
28/05/20;31,4;17,5
29/05/20;31,5;14,6
30/05/20;32,6;16,7
31/05/20;33,0;16,4
01/06/20;32,9;16,4
02/06/20;32,5;18,6
03/06/20;32,8;18,0
04/06/20;31,0;18,2
05/06/20;28,7;17,7
06/06/20;28,5;16,6
07/06/20;29,4;16,1
08/06/20;30,0;15,8
09/06/20;31,0;16,1
10/06/20;30,5;16,5
11/06/20;29,5;18,2
12/06/20;30,4;17,8
13/06/20;31,2;17,2
14/06/20;32,0;16,8
15/06/20;31,1;18,0
16/06/20;31,4;17,5
17/06/20;29,5;17,8
18/06/20;28,0;15,6
19/06/20;29,9;15,6
20/06/20;27,9;16,5
21/06/20;27,9;15,0
22/06/20;28,9;14,9
23/06/20;31,8;15,4
24/06/20;32,1;16,7
25/06/20;32,2;16,7
26/06/20;32,0;17,8
27/06/20;31,5;18,1
28/06/20;29,7;18,1
29/06/20;28,0;17,9
30/06/20;28,4;16,8
01/07/20;29,2;16,0
02/07/20;29,8;14,7
03/07/20;29,4;15,4
04/07/20;29,0;16,9
05/07/20;27,7;17,2
06/07/20;25,2;16,2
07/07/20;26,7;16,2
08/07/20;26,1;17,0
09/07/20;27,2;16,2
10/07/20;31,3;15,4
11/07/20;28,6;17,5
12/07/20;27,6;16,6
13/07/20;29,7;15,7
14/07/20;30,6;16,1
15/07/20;29,2;16,6
16/07/20;29,1;15,9
17/07/20;29,5;16,0
18/07/20;29,9;17,3
19/07/20;28,8;17,1
20/07/20;29,6;17,5
21/07/20;31,5;16,9
22/07/20;31,8;16,5
23/07/20;30,8;17,1
24/07/20;29,7;17,4
25/07/20;29,4;17,1
26/07/20;28,5;17,0
27/07/20;27,6;16,4
28/07/20;27,2;16,3
29/07/20;28,5;16,2
30/07/20;29,1;16,3
31/07/20;30,9;16,9
01/08/20;30,5;16,6
02/08/20;31,9;16,2
03/08/20;31,4;15,1
04/08/20;32,2;15,1
05/08/20;30,4;16,8
06/08/20;28,2;16,2
07/08/20;28,3;16,5
08/08/20;27,9;16,0
09/08/20;28,1;15,7
10/08/20;29,5;15,9
11/08/20;29,4;15,8
12/08/20;30,7;16,3
13/08/20;26,5;14,9
14/08/20;26,3;14,4
15/08/20;25,0;15,5
16/08/20;27,3;15,1
17/08/20;27,4;14,5
18/08/20;28,8;14,7
19/08/20;29,1;15,9
20/08/20;29,3;15,8
21/08/20;29,0;16,2
22/08/20;30,2;16,5
23/08/20;30,6;17,0
24/08/20;28,3;18,0
25/08/20;29,1;18,0
26/08/20;31,9;17,8
27/08/20;29,2;18,5
28/08/20;27,7;18,3
29/08/20;27,7;18,2
30/08/20;31,2;18,6
31/08/20;31,1;18,6
01/09/20;29,9;18,4
02/09/20;31,0;18,1
03/09/20;31,8;18,0
04/09/20;28,6;18,1
05/09/20;26,7;18,2
06/09/20;28,4;18,0
07/09/20;29,2;18,4
08/09/20;30,5;18,4
09/09/20;31,1;18,0
10/09/20;29,6;18,6
11/09/20;28,6;19,0
12/09/20;29,2;18,8
13/09/20;26,0;18,8
14/09/20;28,9;18,5
15/09/20;29,4;18,6
16/09/20;27,8;18,5
17/09/20;28,6;18,8
18/09/20;28,0;18,7
19/09/20;28,9;18,2
20/09/20;29,5;18,4
21/09/20;29,6;18,4
22/09/20;29,9;19,2
23/09/20;30,6;18,9
24/09/20;26,5;19,0
25/09/20;29,0;18,1
26/09/20;26,4;18,0
27/09/20;28,9;17,5
28/09/20;31,0;19,0
29/09/20;28,9;18,7
30/09/20;29,4;19,4
01/10/20;28,3;19,5
02/10/20;27,4;18,8
03/10/20;27,5;18,5
04/10/20;30,1;19,1
05/10/20;30,5;18,9
06/10/20;30,9;18,9
07/10/20;31,6;19,0
08/10/20;32,3;18,8
09/10/20;29,5;19,4
10/10/20;26,6;19,3
11/10/20;30,6;19,2
12/10/20;30,0;18,9
13/10/20;31,7;18,6
14/10/20;28,8;19,0
15/10/20;28,8;19,4
16/10/20;29,8;19,4
17/10/20;27,4;19,6
18/10/20;28,6;19,4
19/10/20;28,3;19,6
20/10/20;29,1;19,3
21/10/20;30,4;19,3
22/10/20;30,1;19,1
23/10/20;26,4;18,2
24/10/20;28,7;18,1
25/10/20;31,3;19,2
26/10/20;30,5;18,5
27/10/20;30,0;19,0
28/10/20;30,0;18,8
29/10/20;28,4;19,6
30/10/20;28,6;19,2
31/10/20;31,9;19,3
01/11/20;31,0;19,3
02/11/20;29,5;19,7
03/11/20;29,2;19,4
04/11/20;30,6;19,5
05/11/20;29,7;19,3
06/11/20;31,7;19,6
07/11/20;26,4;19,8
08/11/20;23,6;19,6
09/11/20;26,7;19,2
10/11/20;29,0;19,0
11/11/20;26,5;19,2
12/11/20;25,5;19,1
13/11/20;27,4;19,0
14/11/20;29,5;18,0
15/11/20;29,5;16,8
16/11/20;28,4;18,6
17/11/20;24,5;18,4
18/11/20;30,3;16,5
19/11/20;29,5;16,8
20/11/20;31,0;19,0
21/11/20;29,1;18,5
22/11/20;28,9;18,9
23/11/20;28,5;19,4
